ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: _wpcom_is_markdown
,simple,CL-BOINA-0039,Boina Casual de Algodão Cinza,1,0,visible,"Boina cinza de algodão estilo casual, perfeita para um look descontraído e moderno.","Esta boina casual em tom cinza claro é confecionada em algodão macio e respirável, garantindo conforto e estilo. Com o seu design clássico de aba curta e costuras visíveis, é o acessório ideal para complementar um look descontraído ou adicionar um toque de elegância vintage. Versátil e fácil de combinar, perfeita para qualquer ocasião e todas as estações.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, cinza, algodao, unisex, chapéu, estilo-vintage, acessório",,processed_images/professional/fotos site1/15-AB.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BOINA-0040,Boina Casual Algodão Preta,1,0,visible,"Boina preta de algodão, estilo casual e confortável para um look intemporal e descontraído.","Desfrute do conforto e estilo clássico com esta boina preta em algodão. O seu design versátil e cor neutra tornam-na perfeita para complementar qualquer visual casual, desde passeios diurnos a encontros informais. Um acessório intemporal que nunca sai de moda e se adapta a diversas ocasiões e estações.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, preta, algodao, casual, unisex, acessorios",,processed_images/professional/fotos site1/15-AC.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BOINA-0041,Boina Casual de Algodão Bege,1,0,visible,"Boina bege em algodão, ideal para um visual casual e confortável.","Desfrute de um estilo descontraído e versátil com esta boina clássica de algodão na cor bege. O seu design atemporal e o tecido leve tornam-na perfeita para o uso diário, adicionando um toque de elegância casual a qualquer conjunto. Ideal para todas as estações, fácil de combinar.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, algodao, bege, unisex, chapéu, meia-estacao, conforto",,processed_images/professional/fotos site1/15-AD.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0042,Boina Casual Algodão Caramelo,1,0,visible,"Boina casual caramelo em algodão, perfeita para um look descontraído e elegante. Conforto e estilo diário.","Desfrute do estilo atemporal com a nossa Boina Casual Caramelo. Confeccionada em algodão macio e respirável, esta boina oferece conforto excecional para uso diário. O seu design clássico com costuras reforçadas e aba discreta complementa qualquer guarda-roupa casual ou vintage. Ideal para passeios urbanos, viagens ou para adicionar um toque de sofisticação ao seu visual.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, vintage, caramelo",,processed_images/professional/fotos site1/15-AE.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0043,Boina Casual de Algodão Bege,1,0,visible,"Boina casual bege de algodão, ideal para um look descontraído e elegante. Conforto e estilo versátil.","A nossa boina casual em algodão bege é o acessório ideal para complementar o seu visual diário. Fabricada em tecido respirável de alta qualidade, oferece conforto e leveza para as estações de transição. O design clássico da boina, aliado à sua cor neutra e versátil, permite combinações fáceis com diversos estilos, do mais descontraído ao smart-casual. Adicione um toque de elegância discreta ao seu guarda-roupa com esta peça intemporal.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,42,"Unisex, Chapéus > Boinas","boina, casual, bege, algodao",,processed_images/professional/fotos site1/15-AF.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0044,Boina Clássica Algodão Bege,1,0,visible,"Boina casual unissexo em algodão bege, ideal para um estilo descontraído e confortável.","Adicione um toque de charme clássico ao seu visual com esta boina unissexo em algodão bege. Perfeita para homens e mulheres, esta peça versátil oferece conforto e estilo para todas as estações. O seu design intemporal e a cor neutra facilitam a combinação com diversas roupas, desde looks casuais a mais sofisticados. Fabricada em algodão macio para garantir durabilidade e um ajuste agradável.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, algodao, bege, casual, unissexo, acessorio",,processed_images/professional/fotos site1/15-B.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BOINA-0045,Boina Casual Bege em Algodão,1,0,visible,"Boina casual em algodão bege, ideal para um toque de estilo descontraído em qualquer estação.","Adicione um toque de charme vintage e conforto ao seu look com esta boina casual em algodão bege. Perfeita para uso diário, possui um design clássico e versátil que se adapta a diversos estilos. Leve e respirável, ideal para meia-estação e verão, proporcionando estilo e proteção solar. Ajuste confortável para o dia a dia.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, bege, algodao",,processed_images/professional/fotos site1/15-C.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0046,Boina Casual Verde Algodão Unissexo,1,0,visible,"Boina unissexo verde militar em algodão, perfeita para um look casual e confortável em qualquer estação.","Esta boina casual unissexo é fabricada em algodão macio de alta qualidade na cor verde militar, oferecendo conforto e durabilidade. O seu design clássico com costuras reforçadas adiciona um toque vintage e elegante. Ideal para uso diário, complementa facilmente diversos estilos, desde o mais descontraído ao mais sofisticado. Perfeita para proteção solar ou para adicionar um toque de estilo em climas amenos.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,49,"Unisex, Chapéus > Boinas","boina, unissexo, verde, algodao",,processed_images/professional/fotos site1/15-D.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BOINA-0047,Boina Casual de Algodão Verde,1,0,visible,"Boina casual verde em algodão, ideal para um look descontraído e confortável. Perfeita para o dia a dia.","Esta boina casual verde é confeccionada em algodão leve e respirável, proporcionando máximo conforto. O seu design intemporal, com costuras discretas, adapta-se facilmente a diversos estilos, desde o mais descontraído ao um toque vintage. Ideal para meias-estações e verão, oferece proteção solar com um toque de elegância.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, algodao, verde",,processed_images/professional/fotos site1/15-E.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0048,Boina Algodão Azul Marinho Casual,1,0,visible,"Boina unissexo em algodão azul marinho, perfeita para um estilo casual e descontraído.","Adicione um toque de charme casual ao seu look com esta boina de algodão em azul marinho profundo. Confortável e versátil, é ideal para o uso diário em todas as estações. O design clássico da boina, aliado à cor moderna, torna-a uma escolha elegante para quem procura um acessório prático e com estilo para homem ou mulher.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,49,"Unisex, Chapéus > Boinas","boina, unisex, azul-marinho, algodao, casual, chapéu, estilo-vintage, acessório",,processed_images/professional/fotos site1/15-F.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BOINA-0049,Boina Casual de Algodão Bege,1,0,visible,"Boina unissex bege em algodão, estilo casual e confortável para qualquer ocasião.","Descubra a versatilidade desta boina unissex bege, confeccionada em algodão macio e respirável. Com um design clássico e um toque casual, é o acessório perfeito para complementar o seu look diário. Ideal para meias-estações, oferece conforto e estilo. As costuras reforçadas garantem durabilidade, tornando-a um item essencial no seu guarda-roupa.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, bege, algodao, unisex, meia-estacao, acessorio, chapeu",,processed_images/professional/fotos site1/15-G.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0050,Boina Casual Algodão Rosa Desbotado,1,0,visible,"Boina casual em algodão rosa desbotado, estilo clássico e confortável.","Adicione um toque de estilo descontraído ao seu visual com esta boina casual em algodão de alta qualidade. Com uma cor rosa desbotado e um design intemporal, é perfeita para o dia a dia. Confortável e versátil, adapta-se a diversas ocasiões e estações. Um acessório essencial para um look moderno e elegante, ideal para primavera e verão.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,39,"Unisex, Chapéus > Boinas","boina, algodao, casual, unisex",,processed_images/professional/fotos site1/15-H.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0051,Boina Casual de Algodão Verde Escuro,1,0,visible,Boina masculina casual verde escura de algodão. Estilo clássico e confortável para o dia a dia.,"A Boina Casual de Algodão em verde escuro oferece um estilo intemporal e descontraído. Fabricada em algodão suave, garante conforto e respirabilidade para o uso diário. Perfeita para complementar visuais urbanos ou campestres, adicionando um toque de sofisticação discreta. Um acessório versátil para as estações de transição.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Homem, Homem > Chapéus > Boinas","boina, masculina, verde, algodao, casual, classico, flat cap, chapeu",,processed_images/professional/fotos site1/15-I.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0052,Boina Casual Algodão Verde Escuro,1,0,visible,Boina casual unissexo em algodão verde escuro. Conforto e estilo para o dia a dia.,"Adicione um toque de estilo intemporal ao seu guarda-roupa com esta boina casual em algodão de alta qualidade. Na cor verde escuro, é perfeita para complementar looks diários, desde um passeio descontraído a um encontro informal. Leve e confortável, ideal para uso em meia-estação, proporcionando um visual clássico e moderno.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, algodao, verde, casual, unissexo, acessorio, chapeu, classico",,processed_images/professional/fotos site1/15-J.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0053,Boina Casual Clássica Caramelo,1,0,visible,"Boina unissexo estilo casual caramelo em algodão, ideal para um toque de elegância descontraída.","Adicione um toque de charme intemporal ao seu visual com esta boina clássica em algodão de cor caramelo. Perfeita para um estilo casual e descontraído, ideal para meias-estações. O seu design versátil adapta-se facilmente a diversos looks, proporcionando conforto e um ar sofisticado, seja para homem ou mulher.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, caramelo, algodao, unissexo, acessorios, chapelaria, estilo",,processed_images/professional/fotos site1/15-K.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0054,Boina Casual de Algodão Cinza Escuro,1,0,visible,"Boina casual unissexo em algodão cinza escuro, perfeita para um look descontraído.","Adicione um toque de estilo clássico e casual ao seu guarda-roupa com esta boina unissexo em algodão cinza escuro. Ideal para o dia a dia, esta boina oferece conforto e versatilidade, combinando facilmente com diversas roupas. A sua cor neutra e material resistente tornam-na um acessório duradouro e intemporal para qualquer estação.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, flat cap, casual, unissexo, cinza, algodao, acessorio, chapeu",,processed_images/professional/fotos site1/15-L.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0055,Boina Casual de Algodão Cor Mostarda,1,0,visible,"Boina estilo clássico em algodão mostarda, perfeita para um look casual e confortável.","Desfrute do conforto e estilo com esta boina de algodão na cor mostarda. Com um design clássico e intemporal, é o acessório ideal para complementar o seu guarda-roupa casual. Fabricada com material durável e respirável, é perfeita para uso em meia-estação, adicionando um toque de elegância descontraída.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, algodao, casual, unisex",,processed_images/professional/fotos site1/15-M.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0056,Boina Casual Preta de Algodão,1,0,visible,"Boina casual preta para homem e mulher, ideal para um look descontraído e elegante. Conforto diário.","Descubra a versatilidade desta boina preta em algodão, perfeita para adicionar um toque de estilo casual a qualquer guarda-roupa. Com um design clássico e um ajuste confortável, é ideal para o uso diário em diversas estações. As costuras reforçadas garantem durabilidade. Um acessório essencial para um visual descontraído e moderno.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, preta, algodao, unisex, elegante, vintage, acessorio",,processed_images/professional/fotos site1/15-N.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BOINA-0057,Boina Casual de Algodão Bege Unissexo,1,0,visible,"Boina casual bege em algodão, perfeita para um look descontraído e elegante. Conforto e estilo para o dia a dia.","Descubra a versatilidade da nossa boina casual bege, confecionada em algodão macio para máximo conforto. Com um design intemporal, é o acessório ideal para complementar qualquer conjunto, seja para um passeio no parque ou um encontro com amigos. Adapta-se a vários estilos e estações, adicionando um toque de elegância descontraída ao seu guarda-roupa.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, algodao, bege, casual, unissexo, acessorios, chapelaria, estilo",,processed_images/professional/fotos site1/15-O.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0058,Boina Casual de Algodão Azul,1,0,visible,"Boina casual azul em algodão, perfeita para um look descontraído e estiloso. Confortável e versátil.","Descubra a versatilidade desta boina casual em algodão de tom azul descontraído. O seu design intemporal e material suave garantem conforto para o dia a dia. Ideal para complementar um look desportivo ou adicionar um toque de estilo vintage. Um acessório essencial para qualquer guarda-roupa, adequado para diversas estações do ano.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, azul, algodao, unisex, vintage, acessorios",,processed_images/professional/fotos site1/15-P.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BOINA-0059,Boina Casual Azul Algodão,1,0,visible,"Boina azul casual em algodão, perfeita para um estilo descontraído e confortável no dia a dia.","A boina casual azul em algodão é o acessório ideal para quem procura um toque de estilo e conforto. Confeccionada em tecido de algodão suave, garante leveza e respirabilidade, tornando-a perfeita para uso em meia-estação. O seu design clássico e a cor azul versátil permitem fácil combinação com diversos looks, do mais descontraído ao smart-casual. Uma peça essencial para adicionar elegância e praticidade ao seu guarda-roupa.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, azul, algodao, unisex, chapeu, meia-estacao, confortavel",,processed_images/professional/fotos site1/15-Q.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0060,Boina Casual de Algodão Azul,1,0,visible,"Boina casual azul em algodão, ideal para um toque de estilo descontraído em qualquer estação.","Descubra a versatilidade desta boina casual azul, confeccionada em algodão macio para máximo conforto. O seu design clássico com costuras reforçadas oferece durabilidade e um ajuste perfeito. Perfeita para complementar visuais descontraídos, seja num passeio de fim de semana ou para adicionar um toque vintage ao seu dia a dia. Um acessório indispensável para homens e mulheres que valorizam estilo e praticidade.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, azul, algodao, unisex, chapeu, estilo, gavroche",,processed_images/professional/fotos site1/15-R.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BONE-0061,Boné Estilo Militar Algodão Azul Unissexo,1,0,visible,"Boné unissexo de estilo militar em algodão azul desbotado, ideal para um look casual e descontraído.","Boné unissexo de estilo militar, confeccionado em algodão de alta qualidade com um acabamento desbotado que lhe confere um visual autêntico e moderno. Este acessório versátil em tom azul é perfeito para complementar qualquer outfit casual, oferecendo conforto e durabilidade para uso diário em todas as estações. Possui uma pala estruturada e um design prático.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Bonés","bone, militar, algodao, azul, casual, unissexo, pratico, verao",,processed_images/professional/fotos site1/15-S.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BOINA-0062,Boina Casual Branca de Algodão,1,0,visible,"Boina branca unissex de algodão, perfeita para um estilo casual e descontraído. Conforto e leveza.","Desfrute do estilo clássico e do conforto da nossa boina casual em algodão branco. Ideal para o dia a dia, esta boina leve e respirável é perfeita para qualquer estação, adicionando um toque de elegância descontraída ao seu visual. O seu design intemporal adapta-se a homens e mulheres, combinando facilmente com diversas roupas.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, branca, algodao, casual, unissex, verao, leve, acessorio",,processed_images/professional/fotos site1/15-T.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BOINA-0063,Boina Casual Algodão Amarelo Mostarda,1,0,visible,"Boina de algodão unissex em amarelo mostarda, ideal para um toque casual e estiloso.","Boina clássica unissex confeccionada em algodão macio de alta qualidade, na cor amarelo mostarda. Com um design casual e atemporal, esta boina é perfeita para adicionar um toque de estilo vintage ou moderno ao seu guarda-roupa. Confortável e versátil, ideal para o dia a dia e diversas ocasiões. Adicione um pop de cor ao seu look.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, chapeu casual, amarelo, unissex, algodao, moda",,processed_images/professional/fotos site1/15-U.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0064,Boina Casual de Algodão Azul-Acinzentado,1,0,visible,"Boina casual em algodão azul-acinzentado, ideal para um estilo descontraído e moderno. Conforto e elegância.","Adicione um toque de charme e sofisticação ao seu look com esta boina casual em algodão de alta qualidade. Com um design clássico e cor azul-acinzentado versátil, é perfeita para qualquer estação. O tecido respirável garante conforto durante todo o dia, enquanto o corte elegante complementa diversos estilos, do desportivo ao vintage. Um acessório indispensável para homens e mulheres que apreciam estilo e funcionalidade.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,49,"Unisex, Chapéus > Boinas","boina, flat cap, casual, algodão, unisex, azul-acinzentado, clássico, meia-estação",,processed_images/professional/fotos site1/15-V.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BOINA-0065,Boina Casual Bege em Algodão,1,0,visible,"Boina casual bege em algodão, ideal para um toque elegante e descontraído. Conforto e estilo para o dia a dia.","Adicione um toque de charme casual ao seu look com esta boina em algodão de cor bege suave. Perfeita para meia-estação, oferece conforto e leveza, ideal para passeios ao ar livre ou para complementar um estilo urbano descontraído. O seu design clássico e a tonalidade neutra tornam-na um acessório versátil e indispensável para qualquer guarda-roupa.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, bege, algodao",,processed_images/professional/fotos site1/15-X.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0066,Boina Casual Verde Oliva Algodão,1,0,visible,"Boina verde oliva em algodão, estilo casual e clássico, perfeita para o dia a dia.","Esta boina casual verde oliva, confeccionada em algodão de alta qualidade, oferece conforto e respirabilidade. O seu design intemporal e a cor versátil tornam-na um acessório essencial para complementar looks descontraídos e elegantes em qualquer estação. Ideal para homem ou mulher.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, verde, casual, algodao, unisex, classico, flat cap, primavera",,processed_images/professional/fotos site1/15-Z.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0067,Boina Casual Algodão Bege,1,0,visible,"Boina casual em algodão bege, perfeita para um look descontraído e elegante. Conforto e estilo.","Esta boina casual em algodão bege é o acessório ideal para complementar o seu estilo. Confeccionada em material respirável e resistente, garante conforto durante todo o dia. O seu design clássico e cor neutra tornam-na versátil, adequada para diversas ocasiões e fácil de combinar com diferentes guarda-roupas, de vintage a moderno.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Homem, Homem > Chapéus > Boinas","boina, casual, bege, algodao, homem, acessorios, estilo, conforto",,processed_images/professional/fotos site1/15.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0068,Boina Casual Ganga Azul Clara,1,0,visible,"Boina unissexo em ganga azul clara, ideal para um look casual e descontraído.","A Boina Casual em Ganga Azul Clara é a peça perfeita para adicionar um toque moderno e descontraído ao seu guarda-roupa. Confeccionada em material com textura de ganga suave, oferece conforto e versatilidade. O seu design clássico com pala rígida e cor azul desbotada torna-a ideal para o uso diário em qualquer estação, adaptando-se a diversos estilos masculinos e femininos.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,49,"Unisex, Chapéus > Boinas","boina, casual, azul, ganga, unissex, acessorio, chapeu",,processed_images/professional/fotos site1/16-A.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BONE-0069,Boné Casual Algodão Azul Claro,1,0,visible,Boné unissexo casual em algodão lavado azul claro com fivela ajustável. Ideal para o dia a dia.,"Boné casual unissexo, fabricado em 100% algodão de alta qualidade com um acabamento lavado em azul claro, conferindo-lhe um look denim moderno e descontraído. Possui uma fivela metálica ajustável na parte traseira para um ajuste perfeito e confortável. Ideal para proteger do sol ou complementar qualquer outfit casual de verão ou meia-estação.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,39.99,"Unisex, Bonés","bone, algodao, azul, casual, unisex, ajustavel, verao, denim",,processed_images/professional/fotos site1/16-B.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Verao,1,0,0
,simple,CL-BOINA-0070,Boina Casual Denim Azul Claro,1,0,visible,"Boina de algodão estilo denim em azul claro, perfeita para um look casual e confortável.","Desfrute do conforto e estilo descontraído com a nossa boina casual em denim azul claro. Confeccionada em algodão macio com efeito lavado, esta boina oferece um toque vintage e é ideal para complementar qualquer visual diário. O design clássico da boina garante um ajuste confortável e versátil para todas as ocasiões.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, denim, algodao, azul, vintage, unissex, verao, primavera",,processed_images/professional/fotos site1/16-C.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BOINA-0071,Boina Casual de Algodão Azul,1,0,visible,"Boina casual unissex em algodão azul, ideal para um look descontraído e moderno.","Esta boina de algodão azul, com um design casual e atemporal, é a escolha perfeita para adicionar um toque de estilo a qualquer visual. Confeccionada com material respirável e durável, oferece conforto superior para uso diário. Apresenta um interior forrado e uma banda ajustável para um encaixe perfeito. Ideal para todas as estações, combina facilmente com outfits urbanos e descontraídos.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,49,"Unisex, Chapéus > Boinas","boina, azul, algodao, casual",,processed_images/professional/fotos site1/16-D.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BOINA-0072,Boina Clássica Casual Cinza Algodão,1,0,visible,"Boina casual cinza em algodão, perfeita para um look descontraído e elegante.","Adicione um toque de estilo intemporal ao seu guarda-roupa com esta boina casual cinza. Confeccionada em algodão durável, oferece conforto e um ajuste perfeito para o uso diário. Ideal para complementar um visual descontraído ou um estilo mais sofisticado, adaptando-se a diversas ocasiões. O seu design clássico com pala rígida e botão superior adiciona um charme vintage.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, cinza, algodao",,processed_images/professional/fotos site1/16-E.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0073,Boina Casual Azul Desbotada,1,0,visible,"Boina casual azul com efeito desbotado, ideal para um look moderno e descontraído. Conforto e estilo.","Descubra a Boina Casual Azul com um charmoso efeito desbotado, perfeita para adicionar um toque vintage e descontraído ao seu estilo. Feita em material resistente de algodão, oferece conforto e durabilidade para uso diário. Ideal para todas as estações, combina com diversas roupas para um look moderno e único, adaptando-se a qualquer guarda-roupa.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,49,"Unisex, Chapéus > Boinas","boina, casual, azul, vintage",,processed_images/professional/fotos site1/16-F.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0074,Boina Casual Algodão Caqui,1,0,visible,"Boina unissexo em algodão estilo flat cap, perfeita para um look casual e vintage.","Descubra a Boina Casual em Algodão, um acessório versátil para homens e mulheres. Com um tom verde caqui descontraído e acabamento ligeiramente desgastado, esta flat cap é ideal para o dia a dia. Confeccionada em algodão durável, oferece conforto e um toque de estilo vintage para qualquer ocasião informal. Fácil de combinar e usar em várias estações.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, flat-cap, algodao, casual, unissexo, vintage, verde, chapeu",,processed_images/professional/fotos site1/16-G.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0075,Boina Casual Algodão Terracota,1,0,visible,"Boina unissex em algodão cor terracota, estilo casual vintage e confortável.","Descubra a Boina Casual em Algodão na charmosa tonalidade terracota desbotada, perfeita para quem busca um toque vintage e descontraído no estilo diário. Confeccionada em algodão macio e resistente, esta boina oferece conforto e um ajuste ideal. O seu design clássico com costuras reforçadas e a cor quente e versátil complementam outfits casuais e semi-formais. Adicione personalidade e um toque de originalidade ao seu guarda-roupa com este acessório atemporal.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,49.99,"Unisex, Chapéus > Boinas","boina, terracota, casual, vintage",,processed_images/professional/fotos site1/16-H.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0076,Boina Casual de Algodão Bege,1,0,visible,"Boina casual em algodão bege, estilo intemporal e confortável para homem e mulher.","Esta boina clássica e casual é confecionada em algodão de cor bege suave, ideal para adicionar um toque de estilo intemporal ao seu guarda-roupa. Perfeita para uso diário, passeios ao ar livre ou para completar um look vintage. O seu design versátil torna-a adequada para homem e mulher em diversas estações, proporcionando leveza e conforto.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, chapéu, casual, bege, algodão, unisex, vintage, meia-estação",,processed_images/professional/fotos site1/16-I.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0077,Boina Casual Denim Preto Desbotado,1,0,visible,"Boina casual de algodão desbotado preto, estilo vintage para homem e mulher. Conforto e estilo para o dia a dia.","Descubra a boina casual em denim preto desbotado, perfeita para um toque de estilo vintage no seu look diário. Fabricada em algodão macio para máximo conforto e durabilidade. O seu design intemporal adapta-se a diversas ocasiões, desde passeios descontraídos a encontros mais informais. Ideal para homem e mulher que procuram um acessório prático e cheio de personalidade.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, denim, unisex",,processed_images/professional/fotos site1/16-J.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
