Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,Status
chapeu-tiroles-em-cortica-4,CHAPÉU TIROLÊS EM CORTIÇA,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",Chapeus Lisboetas,Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural., Chapéus, Cortiça, Unitário",TRUE,Title,Default Title,VELEN-4,shopify,10,deny,manual,45.00,,TRUE,TRUE,,,CHAPÉU TIROLÊS EM CORTIÇA,FALSE,active
chapeu-tiroles-em-cortica-5,CHAPÉU TIROLÊS EM CORTIÇA,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",Chapeus Lisboetas,Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural., Chapéus, Cortiça, Unitário",TRUE,Title,Default Title,VELEN-5,shopify,10,deny,manual,45.00,,TRUE,TRUE,,,CHAPÉU TIROLÊS EM CORTIÇA,FALSE,active
chapeu-tiroles-em-cortica-6,CHAPÉU TIROLÊS EM CORTIÇA,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",Chapeus Lisboetas,Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural., Chapéus, Cortiça, Unitário",TRUE,Title,Default Title,VELEN-6,shopify,10,deny,manual,45.00,,TRUE,TRUE,,,CHAPÉU TIROLÊS EM CORTIÇA,FALSE,active
chapeu-tiroles-em-cortica-7,CHAPÉU TIROLÊS EM CORTIÇA,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",Chapeus Lisboetas,Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural., Chapéus, Cortiça, Unitário",TRUE,Title,Default Title,VELEN-7,shopify,10,deny,manual,45.00,,TRUE,TRUE,,,CHAPÉU TIROLÊS EM CORTIÇA,FALSE,active
chapeu-tiroles-em-cortica-8,CHAPÉU TIROLÊS EM CORTIÇA,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",Chapeus Lisboetas,Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural., Chapéus, Cortiça, Unitário",TRUE,Title,Default Title,VELEN-8,shopify,10,deny,manual,45.00,,TRUE,TRUE,,,CHAPÉU TIROLÊS EM CORTIÇA,FALSE,active
gorro-ushanka,GORRO USHANKA,"<p>Hologramme est un grossiste de Toques et Chapkas avec 40 ans d’expérience. Découvrez nos collections de chapeaux en fourrure au tarif de gros.</p><ul><li><strong>Cor</strong>: Bege , Camelo , Cáqui , Marrom , Preto</li><li><strong>Tamanho</strong>: 57 , 59</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Poliéster / Forro: 100% Poliéster</li></ul>",Chapeus Lisboetas,Gorros,"Fabricado na China, Chapéus, Gorros, Pacote 12",TRUE,Title,Default Title,CHAPKA-6064,shopify,10,deny,manual,1.00,,TRUE,TRUE,,,GORRO USHANKA,FALSE,active
chapeu-chapka,CHAPÉU CHAPKA,"<p>Fausse fourrure en 100% Modacrylique</p><ul><li><strong>Cor</strong>: Bege , Azul Claro , Borgonha , Cinza , Marinho , Marrom , Mostarda , Preto , Laranja , Rosa , Vermelho , Verde</li><li><strong>Composição</strong>: 100% modacrílica</li></ul>",Chapeus Lisboetas,Gorros,"Etiqueta: Fabricado em Portugal, Chapéus, Gorros",TRUE,Title,Default Title,CHAP-U-49171,shopify,10,deny,manual,3.00,,TRUE,TRUE,,,CHAPÉU CHAPKA,FALSE,active
chapeu-chapka-2,CHAPÉU CHAPKA,"<p>Fausse fourrure en 100% Modacrylique</p><ul><li><strong>Cor</strong>: Bege , Azul Claro , Borgonha , Cinza , Marinho , Marrom , Mostarda , Preto , Laranja , Rosa , Vermelho , Verde</li><li><strong>Composição</strong>: 100% modacrílica</li></ul>",Chapeus Lisboetas,Gorros,"Etiqueta: Fabricado em Portugal, Chapéus, Gorros",TRUE,Title,Default Title,CHAP-U-49171-2,shopify,10,deny,manual,3.00,,TRUE,TRUE,,,CHAPÉU CHAPKA,FALSE,active
bonnet-pierre-cardin,Bonnet – Pierre Cardin,"<p>Découvrez notre Bonnet - Pierre Cardin au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Branco, Camelo, Cinza, Preto</li><li><strong>Tamanho</strong>: Tamanho Único</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% Acrílico / Forro: 100% Poliéster</li></ul>",Chapeus Lisboetas,Gorros,"Gorro da marca Pierre Cardin, com uma textura suave e simples.

Possui um grande reverso e exibe um emblema branco com o logo distintivo de Pierre Cardin, com um grande “P” estilizado em preto e a assinatura abaixo

Fabricado em um material quente e confortável, perfeito para um visual sóbrio de inverno., Chapéus, Gorros, Unitário",TRUE,Title,Default Title,BONNET-PIERRE-CARDIN,shopify,10,deny,manual,0.20,,TRUE,TRUE,,,Bonnet – Pierre Cardin,FALSE,active
chapeu-fedora,CHAPEU FEDORA,"<p>Notre version Hologramme Paris du &quot;Fedora classique&quot; Chapeau avec un Ruban ton sur ton, 100 g de pure laine. Sobre et sans logo apparent.</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61 , 62</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",Chapeus Lisboetas,Lã,"Nossa versão Hologram Paris do “Fedora clássico”

Chapéu com fita tom sobre tom, 100 g de pura lã.

Sóbrio e sem logótipo visível.

100% lã e fabricação italiana, Chapéus, Lã, Pacote 12",TRUE,Title,Default Title,TAGS-FABRICADO-NA-IT-LIA-L-PURA,shopify,10,deny,manual,35.00,,TRUE,TRUE,,,CHAPEU FEDORA,FALSE,active
chapeu-fedora-2,CHAPEU FEDORA,"<p>Notre version Hologramme Paris du &quot;Fedora classique&quot; Chapeau avec un Ruban ton sur ton, 100 g de pure laine. Sobre et sans logo apparent.</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61 , 62</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",Chapeus Lisboetas,Lã,"Nossa versão Hologram Paris do “Fedora clássico”

Chapéu com fita tom sobre tom, 100 g de pura lã.

Sóbrio e sem logótipo visível.

100% lã e fabricação italiana, Chapéus, Lã, Pacote 12",TRUE,Title,Default Title,TAGS-FABRICADO-NA-IT-LIA-L-PURA-2,shopify,10,deny,manual,35.00,,TRUE,TRUE,,,CHAPEU FEDORA,FALSE,active
chapeus-de-la-italiana,CHAPÉUS DE LÃ ITALIANA,"<p>2*55, 2*56, 3*57, 3*58, 2*59 (ou 1*60 e 2*58)</p><p>Notre version Hologramme Paris du &quot;Fedora imperméable et indéformable&quot; Chapeau avec une ceinture marron, 100 g de pure laine Waterproof Crushable.</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",Chapeus Lisboetas,Lã,"Fabricado na Itália, Lã, Esmagável, Impermeável, Chapéus, Pacote 12",TRUE,Title,Default Title,CHAP-U-IMPERME-VEL-ART-181054-PACK-12-TA,shopify,10,deny,manual,67.50,,TRUE,TRUE,,,CHAPÉUS DE LÃ ITALIANA,FALSE,active
chapeu-de-la-trilby,CHAPÉU DE LÃ TRILBY,"<p>Paquet de 12 pcs assorties: 2*55, 2*56, 3*57, 3*58, 2*59 (ou 1*60 et 2*58) Pour l’achat à l’unité de ce produit, c’est ici: https://hologrammeparis.com/product/chapeau-art-970/</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",Chapeus Lisboetas,Lã,"Fabricado na Itália, Lã Pura, Chapéus, Lã, Pacote 12",TRUE,Title,Default Title,CHAP-U-ART-970-PACK-12,shopify,10,deny,manual,29.90,,TRUE,TRUE,,,CHAPÉU DE LÃ TRILBY,FALSE,active
chapeus-de-la-impermeavel,CHAPÉUS DE LÃ IMPERMEÁVEL,"<p>Paquet de 12 pcs assorties: 2*55, 2*56, 3*57, 3*58, 2*59 (ou 1*60 et 2*58) Pour l’achat à l’unité de ce produit, c’est ici: https://hologrammeparis.com/product/chapeau-art-181056/</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",Chapeus Lisboetas,Lã,"CHAPÉUS DE LÃ IMPERMEÁVEL, Chapéus, Lã, Pacote 12",TRUE,Title,Default Title,CHAP-U-IMPERME-VEL-ART-181056-TAGS-FABRI,shopify,10,deny,manual,49.90,,TRUE,TRUE,,,CHAPÉUS DE LÃ IMPERMEÁVEL,FALSE,active
bones-de-inverno-para-mulheres,BONÉS DE INVERNO PARA MULHERES,"<p>Paquet de 12 pcs assorties: 4*Noir, 2*Gris + 1 de chaque couleur</p>",Chapeus Lisboetas,Feminino,"BONÉS DE INVERNO PARA MULHERES, Chapéus, Feminino",TRUE,Title,Default Title,BON-13156,shopify,10,deny,manual,0.20,,TRUE,TRUE,,,BONÉS DE INVERNO PARA MULHERES,FALSE,active
bones-de-inverno-para-mulheres-2,BONÉS DE INVERNO PARA MULHERES,<p>Paquet de 24 pcs assorties: 2 pcs de chaque couleur</p><ul><li><strong>Cor</strong>: Preto</li><li><strong>Tamanho</strong>: Unico</li><li><strong>Composição</strong>: 50% Polyester – 50% Laine</li></ul>,Chapeus Lisboetas,Cerimónia,"Fabricado na China, Mistura de lã, Chapéus, Cerimónia",TRUE,Title,Default Title,CASQUETTE-22103,shopify,10,deny,manual,14.00,,TRUE,TRUE,,,BONÉS DE INVERNO PARA MULHERES,FALSE,active
bones-de-inverno-para-mulheres-3,BONÉS DE INVERNO PARA MULHERES,"<p>Paquet de 24 pcs assorties: 2*Moutarde, 2*Marron, 3*Bordeaux, 3*Marine, 3*Vert, 3*Bleu, 3*Taupe, 5*Noir</p><ul><li><strong>Cor</strong>: 2*Mostarda, 2*Marrom, 3*Bordéus, 3*Marinho, 3*Verde, 3*Azul, 3*Taupe, 5*Preto</li><li><strong>Tamanho</strong>: Unico com ajuste (elástico)</li><li><strong>Composição</strong>: 100% PU</li></ul>",Chapeus Lisboetas,Cerimónia,"Fabricado na China, Tamanho ajustável, Chapéus, Cerimónia",TRUE,Title,Default Title,CASQUETTE-12448,shopify,10,deny,manual,15.00,,TRUE,TRUE,,,BONÉS DE INVERNO PARA MULHERES,FALSE,active
chapeu-la-harmonico,CHAPÉU LÃ HARMONICO,"<p>Paquet de 12 pcs assorties: 1*Prune, 2*Bordeaux, 1*Marron, 3*Noir, 1*Camel, 1*Gris Fonce, 2*Marine, 1*Kaki</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: UNICO</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",Chapeus Lisboetas,Feminino,"Lã Pura, Chapéus, Feminino, Pacote 12",TRUE,Title,Default Title,GORRO-5942F-BONNET-5942C,shopify,10,deny,manual,19.90,,TRUE,TRUE,,,CHAPÉU LÃ HARMONICO,FALSE,active
boina-com-pala-pied-poule,BOINA COM PALA PIED POULE,"<p>Paquet de 12 pcs assorties: 5*Gris Fonce, 4*Gris Clair, 3*Beige</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 56 , 58</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 50% Lã – 50% Poliéster</li></ul>",Chapeus Lisboetas,Feminino,"BOINA COM PALA PIED POULE, Chapéus, Feminino, Pacote 12",TRUE,Title,Default Title,BON-22238,shopify,10,deny,manual,29.90,,TRUE,TRUE,,,BOINA COM PALA PIED POULE,FALSE,active
bones-de-inverno-para-mulheres-4,BONÉS DE INVERNO PARA MULHERES,<p>Paquet de 24 pcs assorties: 2 pcs de chaque couleur</p><ul><li><strong>Cor</strong>: Preto</li><li><strong>Tamanho</strong>: Unico</li><li><strong>Composição</strong>: 50% Polyester – 50% Laine</li></ul>,Chapeus Lisboetas,Cerimónia,"Fabricado na China, Mistura de lã, Chapéus, Cerimónia",TRUE,Title,Default Title,CASQUETTE-22103-2,shopify,10,deny,manual,14.00,,TRUE,TRUE,,,BONÉS DE INVERNO PARA MULHERES,FALSE,active
bones-de-inverno-para-mulheres-5,BONÉS DE INVERNO PARA MULHERES,"<p>Paquet de 24 pcs assorties: 2*Moutarde, 2*Marron, 3*Bordeaux, 3*Marine, 3*Vert, 3*Bleu, 3*Taupe, 5*Noir</p><ul><li><strong>Cor</strong>: 2*Mostarda, 2*Marrom, 3*Bordéus, 3*Marinho, 3*Verde, 3*Azul, 3*Taupe, 5*Preto</li><li><strong>Tamanho</strong>: Unico com ajuste (elástico)</li><li><strong>Composição</strong>: 100% PU</li></ul>",Chapeus Lisboetas,Cerimónia,"Fabricado na China, Tamanho ajustável, Chapéus, Cerimónia",TRUE,Title,Default Title,CASQUETTE-12448-2,shopify,10,deny,manual,15.00,,TRUE,TRUE,,,BONÉS DE INVERNO PARA MULHERES,FALSE,active
chapeu-de-palha-natural,CHAPÉU DE PALHA NATURAL,"<p>Paquet de 30 pcs assorties: 3*55, 4*56, 6*57, 7*58, 5*59, 3*60, 2*61</p><ul><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Pacote 15</li><li><strong>Composição</strong>: Palha 100% natural</li></ul>",Chapeus Lisboetas,Palha,"Rótulo: Fabricado na Itália, Chapéus, Palha, Pacote 15",TRUE,Title,Default Title,PALHA-941216-COURO,shopify,10,deny,manual,35.00,,TRUE,TRUE,,,CHAPÉU DE PALHA NATURAL,FALSE,active
chapeu-panama,CHAPEU PANAMÁ,"<p>Découvrez notre Panama - 201754 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Branco</li><li><strong>Tamanho</strong>: 54, 55 , 56 , 57 , 58 , 59</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Papel 100% Japonês</li></ul>",Chapeus Lisboetas,Panamá,"A versão revisitada do Panamá equatoriano, mais sólida, dobrável e moderna.

Panamá Panasoft em papel 100% japonês .

Fabricado na Itália., Chapéus, Panamá, Unitário",TRUE,Title,Default Title,PANAM-201754,shopify,10,deny,manual,67.50,,TRUE,TRUE,,,CHAPEU PANAMÁ,FALSE,active
chapeu-panama-aba-curta,CHAPEU PANAMÁ ABA CURTA,"<p>Découvrez notre Panama - 201752-Ecru au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Branco, Bege</li><li><strong>Tamanho</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Papel 100% Japonês</li></ul>",Chapeus Lisboetas,Panamá,"A versão revisitada do Panamá equatoriano, mais sólida, dobrável e moderna.

Panamá Panasoft em papel 100% japonês .

Fabricado na Itália., Chapéus, Panamá, Unitário",TRUE,Title,Default Title,PANAM-201752,shopify,10,deny,manual,67.50,,TRUE,TRUE,,,CHAPEU PANAMÁ ABA CURTA,FALSE,active
chapeu-panama-ajustavel,CHAPEU PANAMÁ AJUSTÁVEL,"<p>Découvrez notre Panama - Art 931 Japonais au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Beige, Kaki, Marine, Noir</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Papel 100% Japonês</li></ul>",Chapeus Lisboetas,Panamá,"A versão revisitada do Panamá equatoriano, mais sólida, dobrável e moderna.

Panamá Panasoft em papel 100% japonês .

Fabricado na Itália., Chapéus, Panamá, Unitário",TRUE,Title,Default Title,PANAM-931,shopify,10,deny,manual,67.50,,TRUE,TRUE,,,CHAPEU PANAMÁ AJUSTÁVEL,FALSE,active
chapeus-algodao-encerado,CHAPÉUS ALGODÃO ENCERADO,"<p>Découvrez notre Chapeau - 49103 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Camelo , Marinho , Marrom , Preto , Ferrugem , Taupe , Verde Escuro</li><li><strong>Tamanho</strong>: 55 , 57 , 59 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% algodão</li></ul>",Chapeus Lisboetas,À prova d'Água,"Algodão Oleado, Fabricado em Portugal, Chapéus, À prova d'Água, Unitário",TRUE,Title,Default Title,CHAP-U-49103,shopify,10,deny,manual,45.00,,TRUE,TRUE,,,CHAPÉUS ALGODÃO ENCERADO,FALSE,active
buckt-hat-algodao,BUCKT HAT ALGODÃO,"<p>Paquet de 24 pcs assorties: 3*Noir, 3*Marine, 2*Orange, 2*Beige, 2*Bleu Royal, 2*Moutarde, 2*Kaki, 2*Gris, 2*Bordeaux, 2*Rouge, 1*Camel, 1*Marron Clair</p><ul><li><strong>Cor</strong>: Bege Claro , Azul , Borgonha , Camelo , Cinza , Amarelo , Cáqui Claro , Cáqui Escuro , Marinho , Preto , Laranja , Vermelho</li><li><strong>Tamanho</strong>: 57 , 59</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 100% algodão</li></ul>",Chapeus Lisboetas,Tecido,"BUCKT HAT ALGODÃO, Chapéus, Tecido, Pacote 24",TRUE,Title,Default Title,BOB-2018121,shopify,10,deny,manual,14.90,,TRUE,TRUE,,,BUCKT HAT ALGODÃO,FALSE,active
chapeu-safari,CHAPÉU SAFARI,"<p>Paquet de 24 pcs assorties: 3*Noir, 3*Marine, 2*Kaki, 2*Bordeaux, 2*Rouge, 2*Rouille, 2*Bleu Royal, 2*Gris, 2*Moutarde, 2*Beige, 1*Camel, 1*Marron Clair</p><ul><li><strong>Cor</strong>: Beige Clair, Bleu, Bordeaux, Camel, Gris, Jaune, Kaki Clair, Kaki Fonce, Marine, Noir, Orange, Rouge</li><li><strong>Tamanho</strong>: 57 , 59</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 100% algodão</li></ul>",Chapeus Lisboetas,Tecido,"CHAPÉU SAFARI, Chapéus, Tecido, Pacote 24",TRUE,Title,Default Title,BOB-2018120,shopify,10,deny,manual,19.90,,TRUE,TRUE,,,CHAPÉU SAFARI,FALSE,active
viseira-feminina-3,VISEIRA FEMININA,"<p>COR        
Bege, Castanho, Verde, Azul, Bordo, Marinho

TAMANHO                
55 , 56 , 57 , 58 , 59 , 60 , 61

VENDIDO POR        
Pacote 24

COMPOSIÇÃO                
69% Poliéster – 31% Algodão / Forro 100% Algodão</p><p>Découvrez notre Casquette - 18474OL = 18519OL au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Pink, verde, preto, azul, bege, camel</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 69% Poliéster – 31% Algodão / Forro 100% Algodão</li><li><strong>Vendido Por</strong>: Pacote 24</li></ul>",Chapeus Lisboetas,Cowboy,"VISEIRA  FEMININA, Chapéus, Cowboy, Pacote 24",TRUE,Title,Default Title,HOLOGRAMME-3,shopify,10,deny,manual,8.00,,TRUE,TRUE,,,VISEIRA FEMININA,FALSE,active
bones-cubanos,BONÉS CUBANOS,"<p>Paquet de 24 pcs assorties: 3*Noir, 3*Marine, 2*Rouge, 2*Orange, 2*Bleu, 2*Moutarde, 2*Kaki, 2*Gris, 2*Beige, 2*Camel, 1*Rose, 1*Gris Fonce</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 72,2% Algodão – 27,8% Viscose</li></ul>",Chapeus Lisboetas,Bonés,"BONÉS CUBANOS, Bonés, Pacote 12",TRUE,Title,Default Title,BON-12694,shopify,10,deny,manual,2022.00,,TRUE,TRUE,,,BONÉS CUBANOS,FALSE,active
bones-cubanos-2,BONÉS CUBANOS,"<p>Paquet de 24 pcs assorties: 3*Noir, 3*Gris Clair, 3*Marine, 4*Beige, 2*Bleu Canard, 2*Rouge, 2*Jean, 2*Gris Fonce, 2*Blanc, 1*Moutarde</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 575</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 85% Viscose – 15% Linho</li></ul>",Chapeus Lisboetas,Bonés,"BONÉS CUBANOS, Bonés, Pacote 24",TRUE,Title,Default Title,BON-12849,shopify,10,deny,manual,2023.00,,TRUE,TRUE,,,BONÉS CUBANOS,FALSE,active
bones-cubanos-3,BONÉS CUBANOS,"<p>Paquet de 24 pcs assorties: 4*Noir, 3*Beige, 3*Marine, 2*Gris Clair, 2*Gris Fonce, 2*Camel, 2*Kaki, 2*Orange, 2*Moutarde, 2*Blanc</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 575</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 98,8% Algodão – 1,2% Viscose</li></ul>",Chapeus Lisboetas,Bonés,"BONÉS CUBANOS, Bonés, Pacote 24",TRUE,Title,Default Title,BON-15165,shopify,10,deny,manual,2023.00,,TRUE,TRUE,,,BONÉS CUBANOS,FALSE,active
bones-cubanos-4,BONÉS CUBANOS,<p>Paquet de 24 pcs assorties: 2 de chaque couleur</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 575</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 100% algodão</li></ul>,Chapeus Lisboetas,Bonés,"BONÉS CUBANOS, Bonés, Pacote 24",TRUE,Title,Default Title,BON-15116,shopify,10,deny,manual,2023.00,,TRUE,TRUE,,,BONÉS CUBANOS,FALSE,active
bones-trucker,BONÉS TRUCKER,<p>Découvrez notre Casquette - 15263 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: ou unidade</li><li><strong>Vendido Por</strong>: Pacote por</li><li><strong>Tamanho</strong>: 575</li><li><strong>Composição</strong>: 100% algodão</li></ul>,Chapeus Lisboetas,Bonés,"BONÉS TRUCKER, Bonés, Pacote por",TRUE,Title,Default Title,BON-15263,shopify,10,deny,manual,12.90,,TRUE,TRUE,,,BONÉS TRUCKER,FALSE,active
chapeu-cowboy,CHAPÉU COWBOY,"<p>Paquet de 24 pcs assorties: 3*Noir, 3*Gris Clair, 3*Marine, 4*Beige, 2*Bleu Canard, 2*Rouge, 2*Jean, 2*Gris Fonce, 2*Blanc, 1*Moutarde</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 32,7% Algodão – 60,1% Poliéster – 7,2% Celulose</li></ul>",Chapeus Lisboetas,Cowboy,"CHAPÉU COWBOY, Chapéus, Cowboy, Pacote 24",TRUE,Title,Default Title,BON-15125,shopify,10,deny,manual,2023.00,,TRUE,TRUE,,,CHAPÉU COWBOY,FALSE,active
